110 22 4 108 2379 16.5 73
178 22 4 121 2945 14.5 75
375 36 4 120 2160 14.5 82
310 32.1 4 98 2120 15.5 80
62 13 8 350 4274 12 72
4 16 8 304 3433 12 70
343 32.3 4 97 2065 17.8 81
189 14.5 8 351 4215 12.8 76
369 24 4 140 2865 16.4 82
98 16 6 250 3278 18 73
53 31 4 71 1773 19 71
107 18 6 232 2789 15 73
277 31.5 4 89 1990 14.9 78
187 16 8 318 4190 13 76
217 36 4 79 1825 18.6 77
361 20.2 6 200 3060 17.1 81
14 14 8 455 3086 10 70
257 20.6 6 231 3380 15.8 78
211 16.5 8 350 4380 12.1 76
80 22 4 122 2395 16 72
259 18.6 6 225 3620 18.7 78
309 38.1 4 89 1968 18.8 80
173 18 6 171 2984 14.5 75
154 15 6 250 3158 19.5 75
48 18 6 250 3139 14.5 71
219 33.5 4 85 1945 16.8 77
389 44 4 97 2130 24.6 82
390 32 4 135 2295 11.6 82
87 13 8 350 3988 13 73
191 22 6 250 3353 14.5 76
352 32.4 4 108 2350 16.8 81
216 30 4 111 2155 14.8 77
177 23 4 120 2957 17 75
193 22.5 6 232 3085 17.6 76
305 28.8 6 173 2595 11.3 79
246 39.4 4 85 2070 18.6 78
47 19 6 250 3282 15 71
250 20.2 8 302 3570 12.8 78
72 15 8 304 3892 12.5 72
267 27.2 4 119 2300 14.7 78
111 18 3 70 2124 13.5 73
288 16.9 8 350 4360 14.9 79
172 24 4 119 2545 17 75
16 22 6 198 2833 15.5 70
126 19 6 232 2901 16 74
35 17 6 250 3329 15.5 71
245 32.8 4 78 1985 19.4 78
386 36 4 135 2370 13 82
96 13 8 360 3821 11 73
378 38 4 91 1965 15 82
153 15 6 250 3432 21 75
92 13 8 351 4363 13 73
54 35 4 72 1613 18 71
24 26 4 121 2234 12.5 70
364 27 4 112 2640 18.6 82
10 15 8 390 3850 8.5 70
266 27.5 4 134 2560 14.2 78
286 16.5 8 351 3955 13.2 79
81 28 4 97 2288 17 72
314 24.3 4 151 3003 20.1 80
77 22 4 121 2511 18 72
340 39.1 4 79 1755 16.9 81
241 21.5 4 121 2600 12.8 77
109 21 4 140 2401 19.5 73
117 29 4 68 1867 19.5 73
368 27 4 151 2735 18 82
318 31.3 4 120 2542 17.5 80
95 12 8 455 4951 11 73
185 27 4 101 2202 15.3 76
248 19.9 8 260 3365 15.5 78
297 23 8 350 3900 17.4 79
251 19.2 6 231 3535 19.2 78
142 26 4 97 2300 14.5 74
163 21 6 231 3039 15 75
363 28 4 112 2605 19.6 82
213 13 8 302 3870 15 76
106 12 8 350 4499 12.5 73
194 29 4 85 2035 22.2 76
114 26 4 98 2265 15.5 73
281 22.3 4 140 2890 17.3 79
387 27 4 151 2950 17.3 82
224 17.5 6 250 3520 16.4 77
130 32 4 71 1836 21 74
85 13 8 350 4100 13 73
63 14 8 400 4385 12 72
125 20 6 198 3102 16.5 74
139 14 8 304 4257 15.5 74
260 18.1 6 258 3410 15.1 78
33 19 6 232 2634 13 71
112 19 4 122 2310 18.5 73
188 15.5 8 304 3962 13.9 76
146 24 4 90 2108 15.5 74
329 33.8 4 97 2145 18 80
3 18 8 318 3436 11 70
215 31.5 4 98 2045 18.5 77
120 19 4 121 2868 15.5 73
27 10 8 307 4376 15 70
283 20.6 6 225 3360 16.6 79
279 21.5 6 231 3245 15.4 79
6 15 8 429 4341 10 70
169 23 4 140 2592 18.5 75
138 14 8 302 4638 16 74
123 20 6 156 2807 13.5 73
42 12 8 383 4955 11.5 71
234 26 4 97 2265 18.2 77
168 20 6 232 2914 16 75
232 29 4 97 1940 14.5 77
379 32 4 91 1965 15.7 82
197 33 4 91 1795 17.4 76
18 21 6 200 2587 16 70
141 26 4 79 1963 15.5 74
381 25 6 181 2945 16.4 82
350 33 4 105 2190 14.2 81
326 36.4 5 121 2950 19.9 80
295 27.4 4 121 2670 15 79
105 13 8 360 4654 13 73
319 37 4 119 2434 15 80
140 29 4 98 2219 16.5 74
97 18 6 225 3121 16.5 73
349 29.9 4 98 2380 20.7 81
276 16.2 6 163 3410 15.8 78
190 22 6 225 3233 15.4 76
373 38 4 105 2125 14.7 82
40 14 8 351 4154 13.5 71
91 13 8 400 4464 12 73
208 19 4 120 3270 21.9 76
28 11 8 318 4382 13.5 70
179 25 4 121 2671 13.5 75
175 19 6 232 3211 17 75
320 32.2 4 108 2265 15.2 80
380 38 4 91 1995 16.2 82
66 17 8 304 3672 11.5 72
365 34 4 112 2395 18 82
113 21 6 155 2472 14 73
171 25 4 90 2223 16.5 75
144 32 4 83 2003 19 74
